EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,PrivateKey,PublicKey
1706,Lailah,Hughes,02-Dec-20,25-Feb-23,BI Developer,Christopher Fisher,lailah.hughes@bilearner.com,NEL,Active,Contract,Zone A,Full-Time,Involuntary,Happen ability as term fish.,IT/IS,Aerial,03-04-1990,MA,Supervisor,Female,81407,Hispanic,Married,Fully Meets,3,205d1e1bab7ce022b8c75a9f4bf7a58013e8d6bfb6eda50f8c5dfc8bbb9694f5,0c955456e1535d66e757bf0c0f962ef7411280d3ac43326997d6be549ccea7acfa47e48b02b627c78b5cf72432d679bb861b90ca090ad8c664dd89ed21d66d1b
1707,Quentin,Calderon,24-Sep-21,20-Jul-23,BI Developer,Charles Mcdonald,quentin.calderon@bilearner.com,PL,Active,Part-Time,Zone C,Full-Time,Voluntary,Fly see experience age Republican.,IT/IS,Wireline Construction,20-03-1994,MA,Clerk,Male,93935,Asian,Married,Fully Meets,3,52bed0b5e32e756dd552ffcffcd61d6818b670a040c254265bc1b65061c1834c,07814182ce445d9d0bad4566686f06d526e108c04a1f191d5afc63dbcae14f21177abb805db73597f7c50fb176f5ff05a86ecce4db37ee9c22c2f3411e0abe85
1708,Molly,Fischer,10-Sep-20,22-May-21,BI Developer,Bonnie Smith,molly.fischer@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Involuntary,With turn maybe herself trouble.,IT/IS,Splicing,12-05-1990,MA,Associate,Male,65055,Asian,Widowed,Fully Meets,3,b15a6ea5c6c4fdd3286d409d4cf90107a89fd6ba457994bb14dd1925ae4780fe,9cb8d7bbb0d97c4589a5289a64f3a3d7410cd5dfa3d654450f95f52aeade42396a7211678be45f2e19290411bf405ae17eaf378c39a2731a0f9d00b502b5f55c
1709,Anaya,Stanton,25-May-22,17-Nov-22,Area Sales Manager,Whitney Roberts,anaya.stanton@bilearner.com,SVG,Active,Full-Time,Zone C,Temporary,Involuntary,Plant opportunity thank style.,IT/IS,General - Sga,22-03-1962,OR,Manager,Male,55354,Black,Married,Fully Meets,3,752026a7211d75b58e69c68f972d6e7f3933f127992a3934c6147d4d6311b8a5,892d433f57fb293d13540e633a97fee801de0262626e96d2dc85db3b80307e6cb0845e75597607057f6dd85457ecd284ef993d69e2458db4a9af3ceeb7554f42
1710,Jaden,Houston,15-Feb-19,09-Dec-19,Senior BI Developer,Paige Eaton DDS,jaden.houston@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,Resignation,Threat day deep final personal alone picture.,Admin Offices,Field Operations,24-05-1971,MA,Technician,Male,46239,Black,Divorced,Fully Meets,3,99859bc914b14553903e4800f416687054e72a31d538c769eba7ab7df685d874,45a238c4225b57916d65a8e76a3f6feb1c5489e386ca43ce5e195b387c10d68ce7f4fe6ebe873de342e213ff34b97cce6e18f9f3c42eb885b61407d71ca5c4f6
1711,Lance,Bailey,28-Sep-18,01-Feb-23,Senior BI Developer,Johnny Stevens,lance.bailey@bilearner.com,BPC,Active,Full-Time,Zone A,Temporary,Voluntary,Wrong how fund front foreign.,IT/IS,General - Con,21-04-1985,MA,Laborer,Male,43594,Other,Widowed,Fully Meets,3,18fb5d4fca5114d90c82e028e9430cc115e161cc6af343b18132ff4a718e6b55,807d8935eb4f6d73b774eeb5684d3db153f707b9ae3796f06597dd25e7b1f54526fe3febea16b51f9f92e56ea597f4d8781f53df563aa14fa91ba12f57b0ff18
1712,Quintin,Hicks,12-Dec-18,,Senior BI Developer,Joanna Lewis,quintin.hicks@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Unk,,IT/IS,Engineers,29-02-1972,MA,Engineer,Female,72035,Black,Single,Fully Meets,3,af8f0840b2c2b717ccbc5523eddcbb8caa3e88dedc2af3f8cddfd84b5d6b1b26,1bc9e0ee51d4de479a585bd5f61d5d8b7b13e5f1d563314f521b49e7fa6a02f81f3989eb53e489bfcfb187b52650bd27cc793c612f5909950dbe4b83eab882ac
1713,Mauricio,Meyers,01-Dec-21,,Sales Manager,Isabella Cox,mauricio.meyers@bilearner.com,SVG,Active,Contract,Zone B,Full-Time,Unk,,IT/IS,General - Con,29-08-1990,MA,Flagger,Female,1218,Asian,Married,Fully Meets,3,f96eab32477f90583322fefc7545cb29008e92a044227b39e0089e55ab1af8cb,6132a4d1e110945d38f20fb4afa9de2f224a32c6b9cd9e4cbe3ffc4371ebccde37709dd01b2ff777cce75ad78f7acde4a0f2aabf672b77bfc85c559dcc4f0302
1714,Tess,Reilly,12-Jan-22,,Sales Manager,Nicholas Gomez,tess.reilly@bilearner.com,EW,Active,Full-Time,Zone B,Temporary,Unk,,Sales,Field Operations,20-04-2000,MA,Laborer,Female,5062,White,Married,Fully Meets,3,701af1e4719ab86f31245dcba8c0719626ee168e1edc34fe23243dbc88aca516,75e5f96ad1b8529a0de004fb36d994226dac1e28b5576618e6fb29ad71d70db1a2ed0b6bd7a2373dd5a1e6fd9ee05d9aff214c6eb2962af1ab4ab8aa0ddbd561
1715,Reece,Callahan,27-Oct-20,28-Sep-22,CIO,Monique Barnes,reece.callahan@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,Involuntary,Learn will marriage interesting note the success.,IT/IS,Aerial,10-01-1966,MA,Foreman,Female,86362,White,Divorced,Fully Meets,3,1faaff8d3b571bc20de3110f55c9db6cedd86e9d5c3e7fa37c19473fac0fa9e2,79ab30efbb88b683d5e4a3f84dc741153a6973a9f6a527487519499b9165990611e3d6d404eac0aafdae6814b601ee6ce9d5297d6b3f99b5ee8a7a445a42a77d
1716,Tyrell,Fuentes,02-Nov-20,21-Jun-22,BI Director,Steven Oliver,tyrell.fuentes@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,Involuntary,Can conference couple similar anything.,IT/IS,General - Con,19-03-1961,MA,Flagger,Female,21457,Asian,Widowed,Fully Meets,3,e670bf937853af40210404c462d8e192875840e5ebe6339c8f490df61f99a70f,a52489ae6c426e692b62724308934468e5de75e890072c46aac0dfaf9ab54ef59cf061a013abefe96655f1accdb072d4eb64edcc97d8412f9bae3805ecddee1f
1717,Benjamin,Kaufman,24-Apr-21,28-Feb-23,BI Developer,Vicki Delgado,benjamin.kaufman@bilearner.com,BPC,Active,Part-Time,Zone B,Part-Time,Retirement,Customer front detail bed say suddenly here.,IT/IS,General - Con,26-11-1959,MA,Model Assistant,Male,49370,Asian,Widowed,Fully Meets,3,230c6fb95512a4eee1c5929f65b1156082bbe27daeda31da43dc2ee040016df3,cf2c72423d570d6db1ef0fee3c9542d0fc8fbc880d9ddffa85ede8e0c50a51f673c136caf80d37426d6f800a167374c731c473ce453afcfe56112edc5ec7f693
1718,Ayla,Mcgrath,29-Jun-20,03-Aug-23,BI Developer,Daryl Swanson,ayla.mcgrath@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Involuntary,Someone situation else. Big statement else gas.,IT/IS,Field Operations,04-01-2001,MA,Driller,Male,17318,Other,Divorced,Fully Meets,3,93673866e82cf1e106397166657723a90e7d57d7fc3fefc69cdf90ec81b24189,8f3d1573df9bad3a9da6a1c9abae18f937580f87bfab16f33b1022c794bd75bad47017718ad89013a51dcc924e9fa0aed5e7e881f8ac95edea93f0b65c1e78a5
1719,Katelyn,Stevens,15-Jul-21,,BI Developer,James Johnson,katelyn.stevens@bilearner.com,SVG,Active,Contract,Zone B,Temporary,Unk,,IT/IS,Field Operations,10-05-1993,MA,Laborer,Male,93155,Hispanic,Widowed,Fully Meets,3,5c9019b8f25dc291396d559797ae7be7a616bec9c70e979b2c003f893d875c22,93464b0ccb59a6653f6c270293fb1c33fa2657b8024937f38f184add8f673c050ca6633c6cd7d3fd62559d8b26d11629450ee20270476b1ef19ae3fce0da7a04
1720,Jaiden,Christian,20-Jun-23,,Senior BI Developer,Juan Jackson,jaiden.christian@bilearner.com,MSC,Active,Part-Time,Zone C,Part-Time,Unk,,IT/IS,Field Operations,08-03-1965,MA,Laborer,Male,32840,Other,Single,Fully Meets,3,9bcd221a1295f9f1a97ce207210231f1d759e7e49e27967df9fcc71a7cda14f8,afd2f14a2cba875e38195fddf7f136bdf6e1761bd9004aae2a450ccd190798228fe79cbe392ece42d7f1cbf8c356c8543e61d0e40d610cf05883fe0cf82b4d25
1721,Elliott,Odonnell,22-Sep-19,10-Nov-22,Senior BI Developer,Wendy Daniels,elliott.odonnell@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Retirement,Story get campaign affect at rule start.,IT/IS,Finance & Accounting,25-11-1998,MA,Assistant,Male,46552,White,Divorced,Fully Meets,3,33842c66f8fa46180097587387532d1e409689b6575f4066a90c9b9ffd8fa8f1,419a3a57422e1047e98c6f34eefc08873e4e989ad7fedefd1eb08bed0b7fb3b0fc2cec82ff98768c3162e89ed251dfbd6ba6a59068d42c44bb76e0e5637a9e54
1722,Ronnie,Dillon,22-Feb-22,,Senior BI Developer,John Smith,ronnie.dillon@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Unk,,IT/IS,Wireless,30-01-1968,MA,Groundman,Female,26893,Hispanic,Divorced,Fully Meets,3,f8cc355fecd966ee75d2edf136701ea784c61e7fae66dc08cbb53d9919f9c41e,b522a12e80f61c0e7d0398168c3f297b7d6f85dab70d4ab117292eb2a2583e549567f4b6fb2e8308065f23d82ad0366c6621d5094481fae69c546ac81db2bc2f
1723,Gideon,Saunders,01-Jul-20,26-Jun-22,Sales Manager,Nicole Taylor,gideon.saunders@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Retirement,Say operation national race.,Sales,General - Eng,07-04-1969,MA,Coordinator,Female,34649,Black,Widowed,Fully Meets,3,cd982b59e7002658946740a651cf22439710163b63e67a4ed32a0d413be44a32,52046cff48fc683ff1702d10631482187d8ea18f7cf7dc045d73f6ccfb38ab63139eb97650b5e6f1bb80443767074c6c8a3c7956346e00b91632430e22ef0531
1724,Valerie,Davis,13-May-21,11-Dec-21,CIO,Amanda Shaw MD,valerie.davis@bilearner.com,TNS,Active,Part-Time,Zone C,Part-Time,Retirement,Their because nice party.,IT/IS,Yard (Material Handling),20-10-1957,MA,Coordinator,Female,46050,Other,Divorced,Fully Meets,3,032d4c8da614800e3e2e615deb3e0c399816bfb10ce3dfb97b6a7a5709c74c44,5726e4bd4b08d9730623e49e6b868aa6e682146153d83c13ee01ad6627a59c290c3818c9fc492ecf1ca74dcf802164a9b15d4daed667ef25040d6df47f1debc3
1725,Jamarcus,Thomas,30-May-21,,BI Developer,Nancy Cruz,jamarcus.thomas@bilearner.com,PL,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,Field Operations,29-09-1947,MA,Technician,Male,55738,Black,Divorced,Fully Meets,3,601fa3eded19784c977df3837416686ee1af427de83f4660601c741acf75b7b8,27a90ee8c212aed6aed4d4336c8878f0cefbf013befebdd5b5f6ed2ca018a91f838c1fa54bb5794d45496598ecf51ba7621f76b3ff9f22c383f75ea399de959d
1726,Alden,Powers,04-Jul-19,,BI Developer,Elizabeth Walker,alden.powers@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,Unk,,IT/IS,Wireline Construction,21-01-1981,MA,Clerk,Male,71994,Asian,Single,Fully Meets,3,bbd9502b2676214c9caad0a85839667c5f14541890fed57489ee027b99a85ad0,898ca9d0fb6808a85126399eac8d2ef961bf3b1f5a725495984134f5c3e610fe0f1d30ff95f33562673d5f0676bc65aa11f7cb6b5da20f28f5d154a576c61395
1727,Haylie,Arnold,31-May-19,31-May-22,BI Developer,Leslie Tran,haylie.arnold@bilearner.com,MSC,Active,Full-Time,Zone B,Full-Time,Involuntary,Candidate fact event level several onto store.,IT/IS,General - Con,16-02-1996,MA,Foreman,Male,50024,Hispanic,Widowed,Fully Meets,3,07b3939e8054b88606e7999ed2763bc099206fdd0df2466c3da8e1c468b2c8b2,ec8e018f7750699b1581732ef6876198f296523d90fb8b29fa29b8d642db33cca56a6f18b4dcfc3556ebccfbde999d5f9a9c1700953f9904ee8ed5214bb3683b
1728,James,Cockel,13-Mar-20,,Production Technician I,Yesenia Woodard,james.cockel@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,General - Con,11-01-1972,MA,Foreman,Male,2452,White,Divorced,Fully Meets,3,ff12c1a81064038684ad6d36a17cf7cc5c7d35caa6ab7337fbce6e2dbc79e96b,0fe2a0914bcb0a917c8c6d5ff6c6d36ae0c69e13039148a31d876e0c3a1702d00f594f84bcea678054d4f13327b4ed1525053b3b1ffeddcdc72730029255e3f4
1729,Donna,Brill,06-Jan-20,24-Dec-20,Production Technician I,Michelle Henson,donna.brill@bilearner.com,EW,Voluntarily Terminated,Contract,Zone A,Part-Time,Voluntary,Question kitchen gun find four wall heavy.,Production       ,General - Con,30-12-1946,MA,Foreman,Female,1701,Other,Divorced,Fully Meets,3,598c13d51461f6516ae5c2e551dbf2cc49e19b585819203a4699ceb414860bee,a0cec25c7f69daef5394853d31117e036a465f562f914db26b758fab05a6f587335255b785cfeac0be4ac8dbd22c8d2b1988d58d1ac5cd1ac56188ea6d8509cb
1730,Kristen,Squatrito,30-Apr-23,,Production Technician I,Natasha Sullivan,kristen.squatrito@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,General - Eng,10-06-1976,MA,Technician,Female,2359,White,Divorced,Fully Meets,3,3dc6a9b7f62946c72c4461c04098643034ea200ddf6e2f5250193b4c65d78b23,619a427c1c53054926b0c1406e6a78a791521251fbd9fd22c543b3a04503948e06ce5610816a2b260eabd5473ff29c6d322e870bf9aacab1ed432638d69f2c98
1731,Erasumus,Monkfish,11-Jul-21,08-Feb-22,Production Technician II,Mark Smith,erasumus.monkfish@bilearner.com,WBL,Active,Contract,Zone B,Temporary,Retirement,Artist organization great heart.,Production       ,Engineers,22-03-1947,MA,Engineer,Male,1450,Black,Divorced,Fully Meets,3,d1ac6b04f432408e3a2cfb32fbe6c67ac33a92d15c1a90982d49348009d6000b,ff5997614c6607b9148592ea33b417936c9d39b70106f0db5d92d774f0d2f3875521ade72a1dc116109301c21655ac322e0991ff3a83f90ef466f9b67179b9d3
1732,May,Roberson,02-Jul-21,13-Dec-21,Production Technician II,Samantha Hancock,may.roberson@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone B,Temporary,Voluntary,North position film eight. Movement dark turn.,Production       ,Fielders,13-04-1961,MA,Engineer,Female,1902,Hispanic,Widowed,Fully Meets,3,9a5f9fa347144a3884690e5d7c72788685d6ec3bb688fd29159b9284e4867b16,6b48ea0c1e4e6a199efe1b4791b9f33f510f6828b6ff1bff71a915e07202393f1f31a0fa44c0f8e6d6eeecacff3493112365b69d13326b0dc31615e9b3cc60b0
1733,Shana,Maurice,23-Oct-19,03-Dec-20,Production Technician I,Joshua Ward,shana.maurice@bilearner.com,EW,Active,Full-Time,Zone A,Temporary,Resignation,Head where have ground scene.,Production       ,Field Operations,15-02-1950,MA,Laborer,Female,2330,Black,Married,Fully Meets,3,76a362d0dda7e3618c75fac5e3aa9c10d038c43cce8d8e3f0cf04eedd219fa6b,66cf1e24c5426e241686353b9418b0aa3137e98dd59ee2cebf25e6c2c92663ea4425c653974c773caa0c145ca77c769e18056f08d3b171bcd290e89270381464
1734,Raul,Garcia,19-Jan-19,,Production Technician I,Anthony Martinez,raul.garcia@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,22-06-1942,MA,Driver,Male,1905,White,Widowed,Fully Meets,3,70a1ce61021d3d16076b595b7bca03d39885c0bf0ec9b557d25b291b29e104df,144d0681131640737384af2084f15c8142ddef1e3d2ab64747df342fb4fc7beb0c2c0444242bff5a72bf275c3cf4c97dff5e3498c1d2e988a4ba6876690510a8
1735,Rachael,Baczenski,08-Jan-21,14-Jan-23,Production Technician I,Cody Scott,rachael.baczenski@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Resignation,Along senior personal nature help crime.,Production       ,Shop (Fleet),08-04-1942,MA,Mechanic,Female,1902,White,Divorced,Fully Meets,3,7340c1873a45b6b0d657167890e6223667997435f47029f92c7b19aadc8d7163,f57c099fd667832dbdc7f9f655f5e41e4bd973bdff4b78bca9d0e6ff6922128b406a2b6aab8149c1ba801934f051968370969c288ed0f021985a633e63915ffb
1736,Enrico,Langton,29-Jan-19,08-Jul-22,Production Technician I,Jeffrey Thompson,enrico.langton@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,Involuntary,Law difference five away.,Production       ,Field Operations,25-08-1955,MA,Technician,Male,2048,Other,Married,Fully Meets,3,112845b9fb484763c5ac6a0f01d7ea9ba918424826bcb8a892f2ee96762796d0,3a8deb3b946fff463b39099263eb8ea06fa93d4e07caf70699713fcfaf0785c813d636ca815400aa10b66257618cab1e82c4b117cb35b028509fb44af4fdb814
1737,Colleen,Zima,27-Oct-18,,Production Technician I,Jacqueline Jones,colleen.zima@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Unk,,Production       ,General - Eng,26-02-1983,MA,Engineer,Female,1730,Hispanic,Widowed,Fully Meets,3,c704c81dee1b901d3a093f29ca103fdcb7d205b69120c36a1947a67e5aba2c8c,6e55ef8a1368f34dddc6e6b323b56e43f49a5be6da6df475a6b4e3856bb602a6d6e17d4402ba7b1712c69f472e4dd7042aa967c25b30dab8d590ac2e54a349c1
1738,Phil,Close,30-May-23,05-Jul-23,Production Technician II,Tami Fuentes,phil.close@bilearner.com,CCDR,Voluntarily Terminated,Contract,Zone A,Part-Time,Involuntary,Rich together bad his agent blue.,Production       ,General - Eng,17-11-1983,MA,Coordinator,Male,2169,White,Single,Fully Meets,3,fdc6d1641088042be907de568b70e62608cc1bbcc4ed8cf1fc6941288e7ff4fc,e69536585a39bb1c38e1771e0b1e0212d10bafe6e73fe909a7d32e8e8212705d45a4a02166e2153d7143337f2be4b537b03c02a5c3c76075389555e0e5fe47f4
1739,Hang T,Wolk,15-Jul-19,01-May-23,Production Technician II,Michael Farmer,hang t.wolk@bilearner.com,CCDR,Active,Contract,Zone B,Full-Time,Involuntary,Large relate work treatment Mrs.,Production       ,Aerial,11-01-1982,MA,Laborer,Female,2302,Hispanic,Married,Fully Meets,3,67112550e8016635ca73187561131a35101ca0f7ba7a6dc0a6cdf1e0a90e6622,e666415f4b35b54d99abed847d4832d5bfb83340895be7f108e0d2c94c4d61f8f53d0116f25ba8b59644e514c5a350a8d08b5a82444c4b90653d4019e391e6dc
1740,Lei-Ming,Nguyen,17-Mar-20,02-Aug-21,Production Technician I,Madeline Baker,lei-ming.nguyen@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Voluntary,This win treat they kid simple.,Production       ,General - Con,03-04-1963,MA,Laborer,Female,2132,Other,Married,Fully Meets,3,e5a2354fe7c2d22facfe7a2ee6063f6e552c7dfe5474f170c1e1613bada0ac1e,0ece3cdee3bb417f63fc7b6160b72866320cd57f3e1716a9a6d6b5e738906629ab058e360daa09af987533d7185652f88eeab1f26ad10a12fe028f8272d734cb
1741,Denisa S,Dobrin,16-Sep-22,,Production Technician I,Katherine Costa,denisa s.dobrin@bilearner.com,MSC,Active,Contract,Zone A,Temporary,Unk,,Production       ,General - Eng,11-01-1981,MA,Drafter,Female,2125,Asian,Single,Fully Meets,3,1349f4c35fc9b2b909fc0366266398f4ef25dbd99b12b87dda45ffa2a789d7e3,cd32d3dbd40a670a0081f55ec60a4530f4b34af890429ca9c0fb68780e0f7d0fc53f7e0246949209e0bb6494d3566b1ebd4ded724e060f12536a74be4d5d1bf5
1742,Maryellen,Jackson,04-Jan-21,,Production Technician I,Rebecca Bird,maryellen.jackson@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Wireline Construction,02-03-1971,MA,Laborer,Female,2081,Asian,Divorced,Fully Meets,3,f32a1aee6b4474a60ca6f0bb1295f0d41288c7410c8420776927e77292a3b96f,5edb4ccc431ed3a4855987a5bb05e935fdcdc231c068b4eb28a32997c785200984629aa51238bdc5658b6aa65ca1477b77be7d4d75fb166571816375555d1484
1743,David,Gordon,30-Nov-18,,Production Technician I,Sarah Mcdonald,david.gordon@bilearner.com,SVG,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Splicing,03-06-2001,MA,Supervisor,Male,2169,Black,Single,Fully Meets,3,b29fbc79b6fcd76a9a8238058a0fce6cc5c980016a8544170d37756fb66b5be7,f5d90863763a948c95b28a135359dd12f532d47bf2175c712f876cf66765d5c8ed02c4661fb61a7ddb51a23d9885c098988b9d21497076b444f714fbe3cd25c0
1744,Mei,Trang,24-Jul-22,,Production Technician I,Teresa Murray,mei.trang@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,05-05-1947,MA,Driller,Female,2021,Hispanic,Married,Fully Meets,3,35632d01f3981fb091c7d235a5841a3b47ed8c84ef7744293b988ed860c97759,8d82369e366a27b5c3a918a54fea084ccd480e10dc5b8d1afb3c78019f6aa36dee018a926033fb360fc8d5583c93ecc4f92927d151fca36ffea4cbae5d176e35
1745,Lindsey,Langford,05-Feb-22,,Production Technician II,Erin Castro,lindsey.langford@bilearner.com,EW,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Aerial,26-09-1989,MA,Foreman,Female,2090,Other,Widowed,Fully Meets,3,c3b4f6a3ee9eea4dc07563ff2e1ffc58ae9e93df9f37642458a2b2ba944ec7dc,4747096c3f570bcd6016bfa6592e30337423a9a7cfe00d22d2c828d9584e00d0d0b11c73f25af377ff0c8b4f790f19080b47f2fefe213cf0540bd2114064ea87
1746,Brad,Pitt,23-Apr-20,07-Jan-22,Production Technician I,Joshua Gonzalez,brad.pitt@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Voluntary,Them security hit decide.,Production       ,General - Sga,06-04-1962,MA,Vp,Male,2451,Hispanic,Widowed,Fully Meets,3,361c6293d48ce388c00868d432156548d6c00cd6042237e6d87c9e6b2d34fee4,0586f30b9aba652c15889142d026719aca3330f02145ef754f0057768d5b6b12c2c49ec35400edba3945b82aef68c1016793aa9ed33eaf8a24791532fbc85dba
1747,Susan,Good,23-Jun-23,10-Jul-23,Production Technician II,Mary Blackwell,susan.good@bilearner.com,PL,Leave of Absence,Full-Time,Zone A,Temporary,Resignation,Too former relationship risk.,Production       ,Field Operations,02-08-1992,MA,Splicer,Female,1886,White,Divorced,Fully Meets,3,c8e75f960ea6719df7b550b728304e0e77d7ef75cbc4670e0afe1a46dd02eb1a,b1ace36393a965829b60c3bafe45b009f86628df3dd27674d024c1e1b165350dd5a5d6fe2d070c103ad77242984b3a1010a5d793e04e5bb8f10b797204d3d368
1748,Ashley,Rose,13-Jan-22,05-Jul-22,Production Technician I,Benjamin Hamilton,ashley.rose@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,Retirement,Listen cover book.,Production       ,Underground,09-01-1973,MA,Laborer,Female,1886,White,Widowed,Fully Meets,3,811fe95c9abfe6ffcbc2ae1d4b1cdf6da2dad9b15566ffd966a67dabfe056da7,2f5a7417a32c5003cfd9feafd8fc348a6386b05c8710e3d9b458031f4365af7c2cca0ace3b6eb81787cbe3342338a743f2df776db34d4f8bed68df6a82320317
1749,Kaeden,Gonzales,26-Nov-20,,Production Technician I,Kimberly Wilcox,kaeden.gonzales@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Operations,03-02-1964,MA,Project Manager,Female,70227,Hispanic,Divorced,Fully Meets,3,3418d2f12bbe625368711e51de246aad9f00edc0e2244d3dac31a4aa1423d7d3,fecaaabf2020041bbdc14f7ec20b07f5fc44a7438a9eda5db9a9f1d04cc4331f97e7f82e6d16b34664852fcfbc16c858a6ac8479f4f0c8deb7887816011c6ded
1750,Alissa,Frey,07-Dec-18,,Production Technician I,Chase Swanson,alissa.frey@bilearner.com,WBL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,11-04-1977,MA,Tower Hand,Female,3204,Other,Widowed,Fully Meets,3,8180738bef910ef28adcccd130fe5fba04ce176bd0b526e8527a680ff24687ed,8feada945cd24eaf936b6fca45c41331b6898d8f29480ead071f4332f255aa0a33e4c801beb5d7b668a620593c9dad1c7e4ccb10358192b944b1072c0ff3ee6b
1751,Presley,Steele,19-Apr-23,,Production Technician I,Evan Durham,presley.steele@bilearner.com,NEL,Active,Contract,Zone C,Temporary,Unk,,Production       ,General - Con,29-05-2001,MA,Lineman,Female,81228,Hispanic,Widowed,Fully Meets,3,a222741876f032b44d2de39d684f77009335d253808585804c876156189124eb,83c2bf9bc5d93ce33380d6de651bd531d2bb771c33ad679d6f0da5720adbe7735b5d759ec67222b6a5b8010fedab532ef70f0b7e1e4d5e00246a5a2af6b40991
1752,Boston,Avila,05-Mar-22,08-Apr-22,Production Technician I,Mario Johnson MD,boston.avila@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Resignation,Person identify music conference.,Production       ,General - Con,04-11-1982,MA,Mechanic,Male,56894,White,Single,Fully Meets,3,97ab26b20fe31a1d3a724b53dcda16969d0c4ac87d7328eab7058f1725266354,cfe6d8edd28be00ad0adeb8a1b54c5c01fbfad7be21ac4b4ca60da1b45491f35437638e32749a65b713abfe39f11db6cf912318723a9f5254c57b1e7f69416d0
1753,Rodolfo,Michael,20-Jun-19,14-Oct-19,Production Technician I,Kimberly Williams,rodolfo.michael@bilearner.com,BPC,Active,Contract,Zone C,Full-Time,Resignation,Available no skill newspaper herself.,Production       ,Field Operations,07-03-1943,MA,Assistant,Male,42759,Black,Divorced,Fully Meets,3,dfe75b3235931fa479c86f3fb217e6932d3583fe2827f4da4630c5b209a06eb6,c3735beb8df5c1a128871981ceffbd84427ae468ea42b1a9dbdbedca6208d3d4309c2feb82db214a8f0a4daf7b65766b6d5569fefbbe4bd591513f8094a6b2cb
1754,Felix,Fritz,13-Sep-22,,Production Technician I,Alejandro Davies,felix.fritz@bilearner.com,CCDR,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Project Management - Con,18-11-1991,MA,Manager,Male,61961,Asian,Single,Fully Meets,3,da2678a134e63e615df1c7affa2e37a954b7fdd86af080eee70c018c5e4d86d1,02c8bb3720e5b58537dcb038b121b0d6859fe8cbeacf856490cd7274e1997c2004c8326e540c631fe00bd86cc1bcb09132584d434180df404e79c0746f7e7361
1755,Amira,Mcmillan,02-Jan-19,,Production Technician I,Duane Anderson,amira.mcmillan@bilearner.com,SVG,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,General - Con,05-10-1994,MA,Foreman,Male,45449,Other,Widowed,Fully Meets,3,0e16b84d5954d151f811b04270a2cc5de5d195112fc8a86e2d80ec827337f4e7,9e3e1ab61d9651464adc389c1fa88af0e9fb801dc070b1e0e77ca362c47728b2ddaf433abd5a5e65982b6d04e8436f19ed5b284be6294385a82796996280994c
1756,Annabelle,Graham,06-Jun-22,,Production Technician I,David Cooper,annabelle.graham@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Splicing,25-03-1961,MA,Operator,Male,32636,Black,Widowed,Fully Meets,3,ad5d8e022fc6e9d90b526c8bca91145be6330491537c7395f7df9a5351d833a2,05e8ed974fd7087734c116bcf138e7fb738572105ceef23e74b68004a528cc070c2e6ce0e482356a3b8f46367408ff0308468dd66915bf922120ae0c1c8e6f15
